isbn,title,series,year_quarter,format,channel,q_num,q_since_first,avg_discount_rate,print_length,item_weight,length,width,height,rating,price,quantity
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2022Q3,paperback,consignment,3,3,0,,,,,,,,174
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2021Q4,paperback,retail,4,0,14.1,,,,,,,,122
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q3,paperback,bookfair - roadshow,3,11,43.73,,,,,,,,114
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q3,paperback,bookfair - roadshow,3,7,0,,,,,,,,104
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q4,paperback,retail,4,8,0.57,,,,,,,,53
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2022Q2,paperback,retail,2,2,6.2,,,,,,,,50
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q2,paperback,retail,2,14,0,,,,,,,,37
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q4,paperback,retail,4,12,0,,,,,,,,33
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2022Q1,paperback,retail,1,1,5.63,,,,,,,,32
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q2,paperback,retail,2,10,1.25,,,,,,,,32
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q3,paperback,retail,3,7,4.52,,,,,,,,31
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q1,paperback,retail,1,13,0,,,,,,,,28
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q1,paperback,retail,1,9,0.38,,,,,,,,26
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2022Q3,paperback,retail,3,3,4,,,,,,,,25
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q3,paperback,retail,3,11,0,,,,,,,,21
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q3,paperback,retail,3,15,1.56,,,,,,,,16
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q2,paperback,wholesale,2,14,50,,,,,,,,15
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2022Q4,paperback,retail,4,4,7.5,,,,,,,,12
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q2,paperback,retail,2,6,3.64,,,,,,,,11
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2021Q4,paperback,wholesale,4,0,44.25,,,,,,,,11
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q3,paperback,wholesale,3,11,50,,,,,,,,10
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q4,paperback,bookfair - school,4,12,0,,,,,,,,8
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q4,paperback,consignment,4,8,33.17,,,,,,,,6
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2021Q4,paperback,consignment,4,0,0,,,,,,,,5
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q3,paperback,consignment,3,7,34.75,,,,,,,,5
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q1,paperback,bookfair - school,1,13,20,,,,,,,,5
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q4,paperback,bookfair - roadshow,4,8,0,,,,,,,,3
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q1,paperback,bookfair - school,1,9,0,,,,,,,,3
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q1,paperback,consignment,1,13,25,,,,,,,,2
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q1,paperback,wholesale,1,13,20,,,,,,,,2
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q2,paperback,consignment,2,14,25,,,,,,,,2
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q4,paperback,bookfair - school,4,8,0,,,,,,,,2
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2023Q3,paperback,wholesale,3,7,27.5,,,,,,,,2
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2024Q4,paperback,consignment,4,12,30,,,,,,,,1
9789814947657,Dog Man (PB) #10 : Mothering Heights,dog_man,2025Q2,paperback,bookfair - school,2,14,20,,,,,,,,1
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q3,paperback,consignment,3,5,0,,,,,,,,145
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2021Q3,paperback,consignment,3,1,0,,,,,,,,134
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q3,paperback,bookfair - roadshow,3,13,42.27,,,,,,,,105
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q3,paperback,bookfair - roadshow,3,9,0,,,,,,,,94
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2021Q4,paperback,retail,4,2,13.97,,,,,,,,73
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2021Q2,paperback,retail,2,0,1.14,,,,,,,,70
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2021Q3,paperback,wholesale,3,1,44.63,,,,,,,,57
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q4,paperback,retail,4,10,1.4,,,,,,,,50
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q2,paperback,retail,2,4,5.12,,,,,,,,43
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q4,paperback,retail,4,6,5.71,,,,,,,,42
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2025Q2,paperback,retail,2,16,0,,,,,,,,40
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q2,paperback,retail,2,12,0.14,,,,,,,,37
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q3,paperback,retail,3,5,2.93,,,,,,,,29
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q3,paperback,retail,3,9,2.59,,,,,,,,29
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q3,paperback,retail,3,13,0.69,,,,,,,,29
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2021Q3,paperback,retail,3,1,3.62,,,,,,,,29
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q1,paperback,retail,1,11,0.71,,,,,,,,28
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q4,paperback,retail,4,14,0,,,,,,,,25
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2025Q1,paperback,retail,1,15,0,,,,,,,,24
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q1,paperback,retail,1,3,2.61,,,,,,,,23
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q2,paperback,retail,2,8,0.91,,,,,,,,22
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2025Q2,paperback,wholesale,2,16,50,,,,,,,,15
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2025Q3,paperback,bookfair - roadshow,3,17,41.08,,,,,,,,13
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2025Q3,paperback,retail,3,17,0,,,,,,,,12
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q4,paperback,bookfair - school,4,14,1.82,,,,,,,,11
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2021Q4,paperback,wholesale,4,2,44.25,,,,,,,,11
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q3,paperback,wholesale,3,13,50,,,,,,,,10
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q4,paperback,bookfair - school,4,10,0,,,,,,,,10
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2025Q1,paperback,bookfair - school,1,15,20,,,,,,,,10
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q1,paperback,retail,1,7,0,,,,,,,,4
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q3,paperback,consignment,3,13,25,,,,,,,,4
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q4,paperback,bookfair - roadshow,4,10,0,,,,,,,,4
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2025Q1,paperback,consignment,1,15,25,,,,,,,,3
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2025Q2,paperback,consignment,2,16,25,,,,,,,,3
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q3,paperback,wholesale,3,5,42,,,,,,,,2
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q1,paperback,consignment,1,3,0,,,,,,,,2
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q4,paperback,consignment,4,10,30,,,,,,,,2
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q2,paperback,wholesale,2,4,42,,,,,,,,2
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2021Q4,paperback,consignment,4,2,0,,,,,,,,2
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2022Q4,paperback,wholesale,4,6,50,,,,,,,,2
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q3,paperback,wholesale,3,9,27.5,,,,,,,,2
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q3,paperback,consignment,3,9,25,,,,,,,,1
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2023Q2,paperback,consignment,2,8,30,,,,,,,,1
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2021Q2,paperback,wholesale,2,0,0,,,,,,,,1
9789814947640,Dog Man (PB) #09: Grime & Punishment,dog_man,2024Q4,paperback,consignment,4,14,30,,,,,,,,1
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2021Q4,paperback,retail,4,0,24.71,,,,,,,,17
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2022Q2,paperback,retail,2,2,3.08,,,,,,,,13
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2024Q3,paperback,bookfair - roadshow,3,11,33,,,,,,,,10
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2023Q3,paperback,bookfair - roadshow,3,7,29,,,,,,,,10
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2024Q4,paperback,retail,4,12,0,,,,,,,,9
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2025Q3,paperback,bookfair - roadshow,3,15,39.38,,,,,,,,8
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2023Q3,paperback,retail,3,7,0,,,,,,,,8
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2023Q4,paperback,retail,4,8,4.29,,,,,,,,7
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2025Q2,paperback,retail,2,14,0,,,,,,,,7
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2023Q2,paperback,retail,2,6,0,,,,,,,,6
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2025Q1,paperback,retail,1,13,0,,,,,,,,6
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2024Q3,paperback,retail,3,11,0,,,,,,,,6
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2024Q2,paperback,retail,2,10,0,,,,,,,,6
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2022Q3,paperback,consignment,3,3,0,,,,,,,,5
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2024Q4,paperback,bookfair - school,4,12,0,,,,,,,,5
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2024Q1,paperback,retail,1,9,0,,,,,,,,5
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2025Q3,paperback,retail,3,15,0,,,,,,,,4
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2021Q4,paperback,wholesale,4,0,45,,,,,,,,3
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2025Q3,paperback,wholesale,3,15,40,,,,,,,,3
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2024Q1,paperback,consignment,1,9,35,,,,,,,,2
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2023Q4,paperback,wholesale,4,8,40,,,,,,,,2
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2021Q4,paperback,consignment,4,0,0,,,,,,,,2
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2025Q1,paperback,bookfair - school,1,13,20,,,,,,,,2
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2022Q1,paperback,retail,1,1,0,,,,,,,,2
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2024Q3,paperback,wholesale,3,11,40,,,,,,,,1
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2023Q4,paperback,consignment,4,8,35,,,,,,,,1
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2023Q1,paperback,retail,1,5,0,,,,,,,,1
9789814919999,Captain Underpants #10 Colour Edition PB CU and Revolting Revenge of the Radioact,captain_underpants,2023Q3,paperback,consignment,3,7,25,,,,,,,,1
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2021Q3,paperback,wholesale,3,1,50,,,,,,,,19
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2021Q2,paperback,retail,2,0,5.29,,,,,,,,17
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2023Q3,paperback,bookfair - roadshow,3,9,30.67,,,,,,,,15
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2021Q4,paperback,retail,4,2,34.67,,,,,,,,15
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2024Q4,paperback,retail,4,14,0,,,,,,,,14
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2022Q2,paperback,retail,2,4,3.57,,,,,,,,14
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2024Q3,paperback,bookfair - roadshow,3,13,35.83,,,,,,,,12
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2025Q1,paperback,retail,1,15,1.82,,,,,,,,11
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2025Q2,paperback,retail,2,16,0,,,,,,,,10
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2024Q3,paperback,retail,3,13,2.22,,,,,,,,9
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2021Q3,paperback,retail,3,1,13.33,,,,,,,,9
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2023Q3,paperback,retail,3,9,5,,,,,,,,8
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2021Q3,paperback,consignment,3,1,0,,,,,,,,8
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2025Q3,paperback,retail,3,17,0,,,,,,,,7
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2024Q2,paperback,retail,2,12,0,,,,,,,,6
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2024Q1,paperback,retail,1,11,0,,,,,,,,6
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2022Q3,paperback,consignment,3,5,0,,,,,,,,5
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2023Q4,paperback,retail,4,10,0,,,,,,,,5
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2023Q2,paperback,retail,2,8,0,,,,,,,,4
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2023Q3,paperback,consignment,3,9,27.5,,,,,,,,4
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2024Q4,paperback,bookfair - school,4,14,0,,,,,,,,4
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2021Q4,paperback,wholesale,4,2,45,,,,,,,,3
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2022Q1,paperback,retail,1,3,16.67,,,,,,,,3
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2025Q3,paperback,bookfair - roadshow,3,17,36.67,,,,,,,,3
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2021Q4,paperback,consignment,4,2,0,,,,,,,,2
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2023Q4,paperback,wholesale,4,10,40,,,,,,,,2
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2022Q3,paperback,retail,3,5,10,,,,,,,,2
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2024Q1,paperback,bookfair - school,1,11,0,,,,,,,,1
9789814919982,Captain Underpants #9 Colour Edition PB: The Terrifying Return of Tippy Tinkletro,captain_underpants,2023Q1,paperback,retail,1,7,0,,,,,,,,1
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2024Q3,paperback,bookfair - roadshow,3,15,31.76,,,,,,,,17
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2022Q2,paperback,retail,2,6,3.75,,,,,,,,16
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2021Q3,paperback,retail,3,3,1.33,,,,,,,,15
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2024Q4,paperback,retail,4,16,0,,,,,,,,12
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2025Q2,paperback,retail,2,18,0,,,,,,,,12
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2025Q3,paperback,bookfair - roadshow,3,19,35.45,,,,,,,,11
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2020Q4,paperback,retail,4,0,12,,,,,,,,10
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2023Q3,paperback,bookfair - roadshow,3,11,29,,,,,,,,10
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2021Q1,paperback,retail,1,1,15,,,,,,,,10
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2022Q3,paperback,consignment,3,7,0,,,,,,,,8
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2024Q4,paperback,bookfair - school,4,16,2.86,,,,,,,,7
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2023Q4,paperback,retail,4,12,0,,,,,,,,7
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2023Q3,paperback,retail,3,11,0,,,,,,,,7
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2025Q1,paperback,retail,1,17,0,,,,,,,,7
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2024Q3,paperback,retail,3,15,0,,,,,,,,6
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2021Q3,paperback,consignment,3,3,0,,,,,,,,5
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2025Q3,paperback,retail,3,19,4,,,,,,,,5
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2024Q1,paperback,retail,1,13,0,,,,,,,,5
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2021Q2,paperback,retail,2,2,5,,,,,,,,4
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2023Q4,paperback,wholesale,4,12,41,,,,,,,,4
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2025Q3,paperback,wholesale,3,19,40,,,,,,,,4
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2023Q3,paperback,consignment,3,11,25,,,,,,,,3
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2024Q2,paperback,retail,2,14,0,,,,,,,,3
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2023Q2,paperback,retail,2,10,0,,,,,,,,2
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2023Q4,paperback,consignment,4,12,30,,,,,,,,2
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2021Q4,paperback,retail,4,4,50,,,,,,,,2
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2024Q1,paperback,consignment,1,13,35,,,,,,,,2
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2021Q3,paperback,wholesale,3,3,42,,,,,,,,2
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2021Q4,paperback,consignment,4,4,0,,,,,,,,1
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2025Q1,paperback,bookfair - school,1,17,20,,,,,,,,1
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2022Q3,paperback,retail,3,7,20,,,,,,,,1
9789814919975,Captain Underpants #8 Colour Edtion PB: The Preposterous,captain_underpants,2024Q4,paperback,wholesale,4,16,10,,,,,,,,1
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2024Q3,paperback,bookfair - roadshow,3,5,26.67,,,,,,,,12
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2023Q3,paperback,bookfair - roadshow,3,1,32,,,,,,,,10
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2025Q3,paperback,bookfair - roadshow,3,9,38.5,,,,,,,,10
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2023Q3,paperback,retail,3,1,2,,,,,,,,10
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2025Q2,paperback,retail,2,8,0,,,,,,,,7
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2025Q3,paperback,retail,3,9,3.33,,,,,,,,6
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2025Q1,paperback,retail,1,7,0,,,,,,,,6
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2023Q3,paperback,consignment,3,1,0,,,,,,,,6
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2024Q1,paperback,retail,1,3,1.67,,,,,,,,6
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2025Q3,paperback,wholesale,3,9,40,,,,,,,,4
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2024Q4,paperback,retail,4,6,0,,,,,,,,4
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2024Q3,paperback,retail,3,5,6.67,,,,,,,,3
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2024Q4,paperback,bookfair - school,4,6,6.67,,,,,,,,3
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2024Q2,paperback,retail,2,4,0,,,,,,,,2
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2023Q4,paperback,retail,4,2,0,,,,,,,,2
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2023Q4,paperback,wholesale,4,2,40,,,,,,,,2
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2023Q4,paperback,consignment,4,2,35,,,,,,,,2
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2023Q2,paperback,retail,2,0,0,,,,,,,,1
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2025Q1,paperback,bookfair - school,1,7,20,,,,,,,,1
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2025Q2,paperback,bookfair - school,2,8,20,,,,,,,,1
9789814919968,"Captain Underpants #7: and the Big, Bad Battle of the Bionic Booger Boy Part 2",captain_underpants,2024Q1,paperback,bookfair - school,1,3,0,,,,,,,,1
9789814918008,Captain Underpants #11 Colour Edition PB & the Tyrannical Retaliation of the,captain_underpants,2025Q2,paperback,retail,2,12,0,,,,,,,,16
9789814918008,Captain Underpants #11 Colour Edition PB & the Tyrannical Retaliation of the,captain_underpants,2022Q3,paperback,consignment,3,1,0,,,,,,,,15
9789814918008,Captain Underpants #11 Colour Edition PB & the Tyrannical Retaliation of the,captain_underpants,2025Q3,paperback,bookfair - roadshow,3,13,35.71,,,,,,,,14
9789814918008,Captain Underpants #11 Colour Edition PB & the Tyrannical Retaliation of the,captain_underpants,2025Q1,paperback,retail,1,11,0,,,,,,,,13
9789814918008,Captain Underpants #11 Colour Edition PB & the Tyrannical Retaliation of the,captain_underpants,2023Q3,paperback,retail,3,5,0,,,,,,,,13
