isbn,title,series,year_quarter,q_num,q_since_first,trandate,marked_price,book_original_price,invoice,quantity,price,discount,disc_amt,amount,year,month,first_trandate
9789810745776,Captain Underpants #10: And The Revolt- ing Revenge,captain_underpants,2014Q1,1,0,2014-02-28,69.9,69.90,30002957,20,54.8715,70,0,329.229,2014,2,2014-01-03
9780545499088,The Adventures of Captain Underpants: Color Edition,captain_underpants,2014Q1,1,0,2014-02-28,99.9,99.90,30002957,20,78.4215,70,0,470.529,2014,2,2014-01-03
9780545615228,Klutz: The Captain Underpants Super-Silly Sticker Studio,captain_underpants,2014Q2,2,1,2014-04-16,169.9,169.90,30003159,48,133.3715,70,0,1920.581,2014,4,2014-01-03
9780545175340,Captain Underpants and the Terrifying Return of Tippy Tinkletrousers,captain_underpants,2014Q2,2,1,2014-04-16,99.9,99.90,30003159,10,78.4215,70,0,235.2645,2014,4,2014-01-03
9780545599320,Captain Underpants #2 HB And The Attack Of The Talking Toilets: Color Edition,captain_underpants,2014Q3,3,2,2014-07-14,99.9,99.90,30003430,20,78.4215,75,0,392.1075,2014,7,2014-01-03
9780545504904,Captain Underpants And The Tyrannical Retaliation Of The Turbo Toilet 2000,captain_underpants,2014Q4,4,3,2014-12-03,99.9,99.90,30003777,20,78.4215,65,0,548.9505,2014,12,2014-01-03
9780545499088,The Adventures of Captain Underpants: Color Edition,captain_underpants,2015Q1,1,4,2015-02-10,99.9,99.90,30003781,10,78.4215,65,0,274.436,2015,2,2014-01-03
9780545599320,Captain Underpants #2 HB And The Attack Of The Talking Toilets: Color Edition,captain_underpants,2015Q1,1,4,2015-02-10,99.9,99.90,30003781,10,78.4215,65,0,274.436,2015,2,2014-01-03
9789810745776,Captain Underpants #10: And The Revolt- ing Revenge,captain_underpants,2015Q1,1,4,2015-02-10,69.9,69.90,30003781,15,54.8715,65,0,288.095,2015,2,2014-01-03
9789810900298,Captain Underpants #11: and the Tyrannic Retaliation of the Turbo Toilet 2000,captain_underpants,2015Q1,1,4,2015-02-10,69.9,69.90,30003781,40,54.8715,65,0,768.201,2015,2,2014-01-03
9781407139593,Captain Underpants and the Attack of the Talking Toilets,captain_underpants,2015Q2,2,5,2015-04-16,99.9,99.90,30003736,50,25.87,60,0,517.4,2015,4,2014-01-03
9789810731540,Captain Underpants #9: and the TerrifyingReturn of Tippy Tinkletrousers,captain_underpants,2015Q3,3,6,2015-07-03,69.9,69.90,30004114,50,54.8715,75,0,685.8545,2015,7,2014-01-03
9789810745776,Captain Underpants #10: And The Revolt- ing Revenge,captain_underpants,2015Q3,3,6,2015-07-03,69.9,69.90,30004114,50,54.8715,75,0,685.8545,2015,7,2014-01-03
9780545599320,Captain Underpants #2 HB And The Attack Of The Talking Toilets: Color Edition,captain_underpants,2015Q3,3,6,2015-07-03,99.9,99.90,30004114,30,78.4215,75,0,588.122,2015,7,2014-01-03
9789810900298,Captain Underpants #11: and the Tyrannic Retaliation of the Turbo Toilet 2000,captain_underpants,2015Q3,3,6,2015-07-03,69.9,69.90,30004114,50,54.8715,75,0,685.8545,2015,7,2014-01-03
9780545175340,Captain Underpants and the Terrifying Return of Tippy Tinkletrousers,captain_underpants,2015Q3,3,6,2015-07-10,99.9,99.90,30004020,30,78.4215,75,0,588.122,2015,7,2014-01-03
9780545694704,Captain Underpants #3 HB And the Invasion of the Incredibly Naughty,captain_underpants,2015Q3,3,6,2015-07-10,99.9,99.90,30004020,30,78.4215,75,0,588.122,2015,7,2014-01-03
9780545694704,Captain Underpants #3 HB And the Invasion of the Incredibly Naughty,captain_underpants,2015Q4,4,7,2015-11-28,99.9,99.90,30004452,10,78.4215,65,0,274.436,2015,11,2014-01-03
9780545499088,The Adventures of Captain Underpants: Color Edition,captain_underpants,2015Q4,4,7,2015-12-30,99.9,99.90,30004296,20,78.4215,65,0,548.9505,2015,12,2014-01-03
9780545870115,Captain Underpants: Color Collection (Book 1-3),captain_underpants,2015Q4,4,7,2015-12-30,389.0,299.00,30004296,20,235.2645,65,0,1646.8515,2015,12,2014-01-03
9789810745776,Captain Underpants #10: And The Revolt- ing Revenge,captain_underpants,2015Q4,4,7,2015-12-30,69.9,69.90,30004296,15,54.8715,65,0,288.095,2015,12,2014-01-03
9781447279808,Andy Griffiths: The 26-Storey Treehouse,andy_griffiths,2016Q1,1,8,2016-02-15,89.0,95.00,30004462,10,77.87,65,0,272.48,2016,2,2014-01-03
