isbn,title,series,year_quarter,q_num,q_since_first,trandate,marked_price,book_original_price,invoice,quantity,price,discount,disc_amt,amount,year,month,first_trandate
9780545871877,Captain Underpants and the Perilous Plot of Professor Poopypants,captain_underpants,2017Q2,2,13,2017-06-06,99.900,99.90,30005252,20,78.422,75,0,392.108,"2,017",6,2014-01-03
9780545935203,Dog Man #02 HB: Unleashed (OP),dog_man,2017Q2,2,13,2017-06-06,99.900,99.90,30005253,15,78.422,75,0,294.061,"2,017",6,2014-01-03
9781338196559,Captain Underpants Movie: Wacky Word Wedgies and Flushable Fill-ins,captain_underpants,2017Q2,2,13,2017-06-22,49.900,49.90,30005309,100,39.172,75,0,979.288,"2,017",6,2014-01-03
9780545175364,Captain Underpants and the Revolting Revenge of the Radioactive Robo-Boxers,captain_underpants,2017Q2,2,13,2017-06-22,99.900,99.90,30005309,30,78.422,75,0,588.122,"2,017",6,2014-01-03
9780545870115,Captain Underpants: Color Collection (Book 1-3),captain_underpants,2017Q2,2,13,2017-06-22,389.000,299.00,30005309,19,235.265,75,0,"1,117.526","2,017",6,2014-01-03
9780545175340,Captain Underpants and the Terrifying Return of Tippy Tinkletrousers,captain_underpants,2017Q2,2,13,2017-06-22,99.900,99.90,30005309,30,78.422,75,0,588.122,"2,017",6,2014-01-03
9781338196566,Captain Underpants Movie: Official Handbook,captain_underpants,2017Q2,2,13,2017-06-22,59.900,59.90,30005309,100,47.022,75,0,"1,175.538","2,017",6,2014-01-03
9780545665445,Captain Underpants: The Adventures of Super Diaper Baby,captain_underpants,2017Q3,3,14,2017-07-19,99.900,99.90,30005334,10,78.422,75,0,196.015,"2,017",7,2014-01-03
9780545581608,Dog Man HB (OP),dog_man,2017Q3,3,14,2017-07-19,99.900,99.90,30005332,500,78.422,75,0,"9,802.688","2,017",7,2014-01-03
9780545504904,Captain Underpants And The Tyrannical Retaliation Of The Turbo Toilet 2000,captain_underpants,2017Q3,3,14,2017-07-19,99.900,99.90,30005334,30,78.422,75,0,588.122,"2,017",7,2014-01-03
